2022-02-18 11:04:26,829 - USER_ID: a3a95cd5-69e8-4403-9b06-a4349e16567b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:18:16,500 - USER_ID: acd3ddeb-847a-4fda-b479-cd2edef164ad | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:18:16,520 - USER_ID: 06bc1dfc-df58-4831-94b3-5ac979bfe4d0 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'acd3ddeb-847a-4fda-b479-cd2edef164ad'}
2022-02-22 07:18:16,529 - USER_ID: acd3ddeb-847a-4fda-b479-cd2edef164ad | METHOD: GET | URL: /api/documents/f3a4ecb9-fead-4dfa-9a4e-13279e0d1359/download | ARGS: {'body': ['0']}
2022-02-22 07:18:16,798 - USER_ID: acd3ddeb-847a-4fda-b479-cd2edef164ad | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:18:16,969 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:18:17,218 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:18:17,407 - USER_ID: f32edafa-1d8b-40a8-a97e-149fc0ea6a7e | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:18:34,936 - USER_ID: f32edafa-1d8b-40a8-a97e-149fc0ea6a7e | METHOD: POST | URL: /api/documents/cdd86873-f642-4428-a23c-b3a560f6f5ba/split | ARGS: {'pages': [1, 2, 5]}
2022-02-22 07:18:40,065 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:18:40,232 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:18:40,555 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:18:40,803 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:18:41,015 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-02-22 07:18:41,272 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-22 07:18:41,554 - USER_ID: 06e0cc9f-1fde-4b3a-9987-07e3ad89da0a | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'test@gmail.com', 'password': '12345'}
2022-02-22 07:18:41,894 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-02-22 07:18:42,158 - USER_ID: 450d76f5-fdbc-4037-80f3-173dfff88d32 | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-02-22 07:18:42,163 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-02-22 07:18:42,665 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:18:42,924 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:18:43,299 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-22 07:18:43,549 - USER_ID: f95dd5de-0254-44ae-801c-f34312a916b2 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-02-22 07:21:37,443 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:21:37,637 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:21:38,039 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:21:38,203 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:21:38,378 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:21:40,020 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:21:40,052 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:21:40,076 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-22 07:21:40,096 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/3e470500-b98a-4674-bd34-3055261e2faf | ARGS: {'body': ['0']}
2022-02-22 07:21:40,118 - USER_ID: ae821a8f-6a47-493d-946e-eac48a4e83d1 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': 'c9af1b66-e725-4955-9eec-83c7baf80404'}
2022-02-22 07:21:40,139 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: POST | URL: /api/documents/3e470500-b98a-4674-bd34-3055261e2faf/convert | ARGS: {}
2022-02-22 07:22:04,654 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:22:04,665 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/3e470500-b98a-4674-bd34-3055261e2faf/previews | ARGS: {}
2022-02-22 07:22:04,678 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/493041a7-701d-44bb-99ed-fac4de057d5b/previews | ARGS: {}
2022-02-22 07:22:04,713 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/493041a7-701d-44bb-99ed-fac4de057d5b | ARGS: {'body': ['0']}
2022-02-22 07:22:04,723 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:22:04,732 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-22 07:22:04,742 - USER_ID: ae821a8f-6a47-493d-946e-eac48a4e83d1 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'c9af1b66-e725-4955-9eec-83c7baf80404'}
2022-02-22 07:22:04,757 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:22:06,141 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:22:06,151 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: POST | URL: /api/documents/3e470500-b98a-4674-bd34-3055261e2faf/convert | ARGS: {}
2022-02-22 07:22:30,445 - USER_ID: c9af1b66-e725-4955-9eec-83c7baf80404 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:22:30,607 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:22:30,772 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:22:30,955 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:22:48,588 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:22:48,604 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-22 07:22:48,702 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-22 07:22:48,729 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/450419ef-4344-4945-b531-760e3fe0f6f8 | ARGS: {'body': ['0']}
2022-02-22 07:22:48,750 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: POST | URL: /api/documents/450419ef-4344-4945-b531-760e3fe0f6f8/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-22 07:22:56,715 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:22:56,749 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '450419ef-4344-4945-b531-760e3fe0f6f8'}, {'id': 'e1656339-76be-4dc2-9d59-dc65740e430a'}]}
2022-02-22 07:23:22,645 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:23:22,661 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/450419ef-4344-4945-b531-760e3fe0f6f8/download | ARGS: {'body': ['0']}
2022-02-22 07:23:22,720 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/450419ef-4344-4945-b531-760e3fe0f6f8/download | ARGS: {'body': ['0']}
2022-02-22 07:23:22,775 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/bb5c0d56-ce96-4840-96e1-1193de716927/download | ARGS: {'body': ['0']}
2022-02-22 07:23:22,811 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:23:22,832 - USER_ID: 16c03340-83a4-4992-9b23-ccc53d23df2a | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': 'd80b9e3b-7d0f-47ba-a01f-03ff8c5e715b'}
2022-02-22 07:23:22,841 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/documents/bb5c0d56-ce96-4840-96e1-1193de716927/download | ARGS: {'body': ['0']}
2022-02-22 07:23:23,102 - USER_ID: d80b9e3b-7d0f-47ba-a01f-03ff8c5e715b | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-22 07:23:23,296 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:23:23,516 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:23:23,699 - USER_ID: e18f8812-2875-4d97-ab34-ae495604b893 | METHOD: POST | URL: /api/documents/ | 
2022-02-22 07:23:41,426 - USER_ID: e18f8812-2875-4d97-ab34-ae495604b893 | METHOD: POST | URL: /api/documents/c6d12d53-3785-48d0-8381-74c1eb57da12/split | ARGS: {'pages': [1, 2, 5]}
2022-02-22 07:23:46,535 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:23:46,703 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:23:47,100 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:23:47,268 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:23:47,432 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-02-22 07:23:47,595 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-22 07:23:47,757 - USER_ID: 8aafa429-2dce-4e9d-a065-e6c8609ee840 | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'test@gmail.com', 'password': '12345'}
2022-02-22 07:23:47,949 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-02-22 07:23:48,149 - USER_ID: b544db59-794d-4a10-9caa-a3db473b5316 | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-02-22 07:23:48,154 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-02-22 07:23:48,471 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-22 07:23:48,635 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-22 07:23:48,801 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-02-22 07:23:49,038 - USER_ID: a04b1054-3cbe-4b22-8ec4-b86c27ca2eb2 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-02-25 10:37:12,729 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-25 10:37:13,325 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-25 10:37:14,394 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-25 10:37:14,954 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-25 10:37:15,615 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: POST | URL: /api/documents/ | 
2022-02-25 10:37:38,342 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-25 10:37:38,374 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:37:38,384 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-25 10:37:38,394 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/848c70a5-f7d4-486b-bc01-c3d0df89cbc9 | ARGS: {'body': ['0']}
2022-02-25 10:37:38,406 - USER_ID: 4290c45a-9a4b-437c-90b9-60fb8e468be3 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 0, 'user_id': '668d9ce5-fad5-4b59-aa6f-1784c1434267'}
2022-02-25 10:37:38,425 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: POST | URL: /api/documents/848c70a5-f7d4-486b-bc01-c3d0df89cbc9/convert | ARGS: {}
2022-02-25 10:40:50,319 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:40:50,352 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/848c70a5-f7d4-486b-bc01-c3d0df89cbc9/previews | ARGS: {}
2022-02-25 10:40:50,384 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/51f13d44-abef-44b5-b979-2a520c0188e5/previews | ARGS: {}
2022-02-25 10:40:50,455 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/51f13d44-abef-44b5-b979-2a520c0188e5 | ARGS: {'body': ['0']}
2022-02-25 10:40:50,491 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-25 10:40:50,513 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/documents/ | ARGS: {'document_type': ['1']}
2022-02-25 10:40:50,526 - USER_ID: 4290c45a-9a4b-437c-90b9-60fb8e468be3 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '668d9ce5-fad5-4b59-aa6f-1784c1434267'}
2022-02-25 10:40:50,556 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: POST | URL: /api/documents/ | 
2022-02-25 10:41:02,517 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:41:02,535 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: POST | URL: /api/documents/848c70a5-f7d4-486b-bc01-c3d0df89cbc9/convert | ARGS: {}
2022-02-25 10:44:06,873 - USER_ID: 668d9ce5-fad5-4b59-aa6f-1784c1434267 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:44:07,061 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-25 10:44:07,298 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-25 10:44:07,520 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: POST | URL: /api/documents/ | 
2022-02-25 10:46:04,146 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:46:04,162 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/ | ARGS: {}
2022-02-25 10:46:04,351 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/ | ARGS: {'body': ['1']}
2022-02-25 10:46:04,392 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/8cee52aa-f914-40d3-b7c7-31cb9a93988e | ARGS: {'body': ['0']}
2022-02-25 10:46:04,408 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: POST | URL: /api/documents/8cee52aa-f914-40d3-b7c7-31cb9a93988e/split | ARGS: {'pages': [1, 3, 6, 10]}
2022-02-25 10:46:51,508 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:46:51,527 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: POST | URL: /api/documents/merge | ARGS: {'sources': [{'id': '8cee52aa-f914-40d3-b7c7-31cb9a93988e'}, {'id': '0d0e8702-25d7-4e3a-bf73-55b4b97a39b2'}]}
2022-02-25 10:49:34,493 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:49:34,509 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/8cee52aa-f914-40d3-b7c7-31cb9a93988e/download | ARGS: {'body': ['0']}
2022-02-25 10:49:34,563 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/8cee52aa-f914-40d3-b7c7-31cb9a93988e/download | ARGS: {'body': ['0']}
2022-02-25 10:49:34,619 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/d1d12297-e1da-4799-a873-43fa758a5fd1/download | ARGS: {'body': ['0']}
2022-02-25 10:49:34,652 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:49:34,672 - USER_ID: c162d8cc-f36e-46ab-bb09-35ecccaf0a68 | METHOD: PUT | URL: /api/users/update-tariff | ARGS: {'tariff': 1, 'user_id': '61d82890-4091-47d7-a59f-c2720ad817a8'}
2022-02-25 10:49:34,681 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/documents/d1d12297-e1da-4799-a873-43fa758a5fd1/download | ARGS: {'body': ['0']}
2022-02-25 10:49:35,023 - USER_ID: 61d82890-4091-47d7-a59f-c2720ad817a8 | METHOD: GET | URL: /api/users/me | ARGS: {}
2022-02-25 10:49:35,188 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-25 10:49:35,351 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-25 10:49:35,535 - USER_ID: 4abd2751-2c94-418c-9649-818b2796bf86 | METHOD: POST | URL: /api/documents/ | 
2022-02-25 10:51:46,587 - USER_ID: 4abd2751-2c94-418c-9649-818b2796bf86 | METHOD: POST | URL: /api/documents/814da7c2-8b15-4f4b-95a7-a4b612134bfc/split | ARGS: {'pages': [1, 2, 5]}
2022-02-25 10:53:04,945 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-25 10:53:05,153 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-25 10:53:05,346 - USER_ID: 45c0c7bd-2a3e-42f7-a346-586894fb6121 | METHOD: POST | URL: /api/documents/ | 
2022-02-25 10:55:05,531 - USER_ID: 45c0c7bd-2a3e-42f7-a346-586894fb6121 | METHOD: POST | URL: /api/documents/f30bccd0-0442-47bb-a8a1-432e86233723/split | ARGS: {'pages': [1, 2, 5]}
2022-02-25 10:55:42,735 - USER_ID: 45c0c7bd-2a3e-42f7-a346-586894fb6121 | METHOD: POST | URL: /api/documents/b20449f5-3a4b-4aae-ac2c-3fa52e453550/split | ARGS: {'pages': [1, 5]}
2022-02-27 09:56:08,520 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-27 09:56:09,263 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-02-27 09:58:30,926 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-02-27 09:58:31,107 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 20:34:24,431 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 20:34:24,885 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 20:35:16,042 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 20:35:16,303 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 20:35:17,064 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 20:35:17,242 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:29:41,286 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 21:29:41,554 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:29:41,728 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-03-01 21:29:42,765 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-03-01 21:29:42,937 - USER_ID: 55d5a4e2-2f42-4bf9-bf7a-ffa37b1afd24 | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'ivan@marga.app', 'password': '12345'}
2022-03-01 21:29:43,326 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-03-01 21:29:43,332 - USER_ID: e3959ec9-b733-472d-b8c4-e19ea7b5144e | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-03-01 21:29:43,339 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-03-01 21:29:43,497 - USER_ID: anonymous | METHOD: POST | URL: /api/users/send-password | ARGS: {'email': 'ivan@marga.app'}
2022-03-01 21:29:43,918 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 21:29:44,102 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:29:44,282 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-03-01 21:29:44,647 - USER_ID: a7443fd0-ff54-4997-8587-28832026f3f3 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-03-01 21:31:57,066 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 21:31:57,411 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:31:57,682 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-03-01 21:31:58,463 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-03-01 21:31:58,636 - USER_ID: 30a124c9-c7ff-4b21-b486-7339f16224d1 | METHOD: POST | URL: /api/users/register | ARGS: {'email': 'ivan@marga.app', 'password': '12345'}
2022-03-01 21:31:59,557 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test@gmail.com', 'password': '1234'}
2022-03-01 21:31:59,567 - USER_ID: d448e3f6-209b-48d0-ad1d-0bf88dfa2b59 | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'test2@gmail.com', 'password': '1234'}
2022-03-01 21:31:59,573 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_password | ARGS: {'login': 'ivan', 'password': '1234'}
2022-03-01 21:31:59,755 - USER_ID: anonymous | METHOD: POST | URL: /api/users/send-password | ARGS: {'email': 'ivan@marga.app'}
2022-03-01 21:32:00,204 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 21:32:00,406 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:32:00,606 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
2022-03-01 21:32:00,857 - USER_ID: 1ac471aa-8a0f-4d8e-81e0-303795da7505 | METHOD: POST | URL: /api/users/login_phone | ARGS: {'phone': '79312972206'}
2022-03-01 21:36:04,639 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '12345'}
2022-03-01 21:36:04,963 - USER_ID: anonymous | METHOD: POST | URL: /api/users/login_device | ARGS: {'device_id': '54321'}
2022-03-01 21:36:05,129 - USER_ID: anonymous | METHOD: POST | URL: /api/users/register | ARGS: {'login': 'ivan', 'email': 'ivanperovsky@gmail.com', 'password': '1234'}
2022-03-01 21:36:05,646 - USER_ID: anonymous | METHOD: POST | URL: /api/users/unauthorized | ARGS: {}
